KNN3,,,,,,,,,,
KNN7,0.0995*,,,,,,,,,
SVR,0.0000,0.0000,,,,,,,,
DTR,0.2255*,0.1090*,0.0000,,,,,,,
RFR,0.0203,0.0265,0.0000,0.0029,,,,,,
GBR,0.0152,0.0257,0.0000,0.0044,0.1070*,,,,,
ADR,0.3326*,0.1319*,0.0001,0.7526*,0.0098,0.0023,,,,
Lasso,0.0017,0.0695*,0.0001,0.0001,0.0000,0.0000,0.0002,,,
Ridge,0.0019,0.1665*,0.0001,0.0000,0.0000,0.0000,0.0001,0.0090,,
EN,0.0018,0.0696*,0.0001,0.0001,0.0000,0.0000,0.0002,0.7865*,0.0090,
,KNN3,KNN7,SVR,DTR,RFR,GBR,ADR,Lasso,Ridge,EN
