KNN3,,,,,,,,,,
KNN7,19.1730*,,,,,,,,,
SVR,147.2331*,156.0209*,,,,,,,,
DTR,30.3653*,48.1117*,160.8346*,,,,,,,
RFR,71.7443*,94.6650*,171.2450*,11.9004*,,,,,,
GBR,11.2812*,39.3372*,159.2174*,2.5710*,20.4569*,,,,,
ADR,11.6034*,1.9436*,139.0855*,23.7372*,36.2955*,31.8038*,,,,
Lasso,840.7361*,501.9625*,31.8261*,1738.8830*,2221.4891*,2404.5103*,325.6956*,,,
Ridge,365.3118*,199.1048*,62.6560*,660.1732*,766.3550*,709.9844*,399.1304*,59.5390*,,
EN,840.7160*,502.0450*,31.8259*,1739.0447*,2221.5309*,2404.1848*,325.5644*,0.7269*,59.5087*,
,KNN3,KNN7,SVR,DTR,RFR,GBR,ADR,Lasso,Ridge,EN
